CustomerID,Gender,SeniorCitizen,Partner,Dependents,Tenure,MonthlyCharges,TotalCharges,Contract,PaymentMethod,PaperlessBilling,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,SupportTickets,LastLoginDays,FeatureUsageCount,CompanySize,Industry,Churn
2924-XXXXX,Male,0,Yes,Yes,31,47.97,1487.07,Month-to-month,Electronic check,Yes,Yes,No,Fiber optic,No,Yes,No internet service,No,Yes,Yes,1,3,7,Large (251-1000),Manufacturing,Yes
2925-XXXXX,Female,0,Yes,No,33,18.99,626.67,Two year,Bank transfer (automatic),Yes,Yes,Yes,No,No internet service,No internet service,Yes,Yes,No,No internet service,2,3,8,Large (251-1000),Consulting,Yes
2926-XXXXX,Female,0,No,Yes,52,73.77,3836.04,Month-to-month,Electronic check,Yes,Yes,Yes,DSL,Yes,No,No,No,Yes,No,0,0,6,Small (10-50),Retail,No
2927-XXXXX,Female,0,No,Yes,31,73.53,2279.43,Month-to-month,Electronic check,Yes,Yes,No,No,Yes,No,No,No,No internet service,No,4,1,8,Small (10-50),Retail,No
2928-XXXXX,Male,0,No,Yes,50,50.46,2523.0,Two year,Electronic check,No,Yes,No,No,No,No internet service,No,No internet service,No internet service,Yes,1,2,5,Medium (51-250),Retail,No
2929-XXXXX,Female,1,Yes,No,30,65.71,1971.3,One year,Electronic check,Yes,Yes,No,DSL,No,No internet service,No,No,No internet service,No,1,9,8,Medium (51-250),Retail,No
2930-XXXXX,Female,0,No,No,43,57.64,2478.52,Month-to-month,Electronic check,Yes,Yes,Yes,Fiber optic,No,No internet service,No,Yes,Yes,No,0,0,6,Large (251-1000),Other,No
2931-XXXXX,Male,0,No,Yes,35,64.9,2271.5,Two year,Electronic check,No,Yes,No,DSL,No,No internet service,Yes,No,No,Yes,2,4,5,Medium (51-250),Finance,No
2932-XXXXX,Female,0,No,No,41,103.48,4242.68,Month-to-month,Electronic check,Yes,Yes,No phone service,Fiber optic,No,Yes,No,No,No internet service,No,0,7,5,Medium (51-250),Other,No
2933-XXXXX,Female,0,Yes,Yes,25,90.0,2250.0,One year,Mailed check,Yes,Yes,No,No,No,No,Yes,No,No,No,2,3,6,Micro (<10),Media,Yes
2934-XXXXX,Female,1,No,Yes,8,46.41,371.28,Month-to-month,Mailed check,Yes,Yes,No,DSL,No,Yes,No,Yes,Yes,No,1,16,9,Large (251-1000),Technology,Yes
2935-XXXXX,Male,0,Yes,No,18,42.32,761.76,One year,Bank transfer (automatic),No,Yes,Yes,Fiber optic,No,No,No internet service,Yes,No internet service,No,1,8,9,Medium (51-250),Finance,No
2936-XXXXX,Male,0,Yes,No,25,91.13,2278.25,One year,Credit card (automatic),No,No,No phone service,DSL,No,No internet service,Yes,Yes,No,No,3,4,5,Small (10-50),Manufacturing,No
2937-XXXXX,Male,0,No,No,23,40.81,938.63,One year,Bank transfer (automatic),Yes,No,No phone service,Fiber optic,Yes,No internet service,No,No,Yes,No,0,3,7,Large (251-1000),Real Estate,No
2938-XXXXX,Male,0,Yes,Yes,30,109.46,3283.8,Month-to-month,Electronic check,No,Yes,Yes,DSL,No internet service,No,No,No,No,No,0,2,8,Enterprise (1000+),Manufacturing,No
2939-XXXXX,Male,1,Yes,Yes,34,101.95,3466.3,Two year,Mailed check,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,3,0,10,Small (10-50),Manufacturing,No
2940-XXXXX,Female,0,No,No,18,43.63,785.34,Month-to-month,Bank transfer (automatic),Yes,Yes,No,DSL,Yes,No internet service,Yes,No,Yes,No,1,11,6,Small (10-50),Media,No
2941-XXXXX,Male,0,Yes,No,27,98.8,2667.6,Two year,Mailed check,Yes,No,No phone service,DSL,No,No,No,No,No,Yes,2,24,4,Medium (51-250),Manufacturing,No
2942-XXXXX,Female,1,No,No,20,37.48,749.6,Month-to-month,Electronic check,Yes,Yes,No phone service,No,No,No,Yes,No internet service,No internet service,No internet service,0,3,5,Medium (51-250),Other,No
2943-XXXXX,Male,0,No,Yes,42,20.75,871.5,Month-to-month,Bank transfer (automatic),No,Yes,No phone service,Fiber optic,No,No internet service,Yes,No,Yes,No,2,0,5,Small (10-50),Manufacturing,No
2944-XXXXX,Male,0,No,No,34,114.84,3904.56,Two year,Electronic check,Yes,Yes,Yes,Fiber optic,No,No,No internet service,No internet service,No,No internet service,2,10,10,Small (10-50),Finance,No
2945-XXXXX,Male,0,Yes,Yes,46,94.77,4359.42,One year,Mailed check,Yes,No,No phone service,Fiber optic,Yes,No,No internet service,Yes,No,No,2,2,6,Small (10-50),Retail,No
2946-XXXXX,Male,0,No,No,31,67.4,2089.4,Month-to-month,Bank transfer (automatic),No,Yes,No,No,No internet service,No internet service,No,No,No internet service,Yes,2,3,8,Medium (51-250),Education,Yes
2947-XXXXX,Female,0,No,No,72,102.99,7415.28,One year,Credit card (automatic),Yes,Yes,No,No,No,No internet service,Yes,No internet service,No,Yes,0,5,7,Micro (<10),Technology,No
2948-XXXXX,Female,0,Yes,Yes,35,25.87,905.45,Month-to-month,Credit card (automatic),No,Yes,No,Fiber optic,No,No,No internet service,No internet service,No,Yes,1,18,10,Medium (51-250),Real Estate,No
2949-XXXXX,Female,0,No,No,44,92.59,4073.96,Month-to-month,Credit card (automatic),Yes,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,2,4,5,Large (251-1000),Real Estate,No
2950-XXXXX,Male,0,No,No,32,114.36,3659.52,Month-to-month,Mailed check,Yes,Yes,No,Fiber optic,No internet service,No,No,No,No,No,1,0,8,Micro (<10),Consulting,No
2951-XXXXX,Female,0,Yes,No,53,100.52,5327.56,Month-to-month,Mailed check,Yes,Yes,No,Fiber optic,No,Yes,No internet service,Yes,No,Yes,2,1,7,Large (251-1000),Healthcare,No
2952-XXXXX,Male,0,Yes,No,40,61.63,2465.2,Month-to-month,Electronic check,Yes,Yes,No,DSL,Yes,No,No,No,No internet service,No,2,12,9,Small (10-50),Technology,Yes
2953-XXXXX,Female,0,No,No,7,53.05,371.35,One year,Mailed check,Yes,Yes,No,DSL,No,Yes,No,No,No,Yes,0,0,11,Micro (<10),Real Estate,No
2954-XXXXX,Female,0,Yes,Yes,53,107.94,5720.82,One year,Bank transfer (automatic),Yes,Yes,No,Fiber optic,Yes,Yes,No,No internet service,Yes,No internet service,2,7,6,Medium (51-250),Technology,No
2955-XXXXX,Male,0,No,No,55,47.55,2615.25,Month-to-month,Electronic check,No,Yes,No,No,No,No,Yes,No internet service,No,Yes,0,5,8,Small (10-50),Consulting,No
2956-XXXXX,Male,0,Yes,No,29,112.46,3261.34,One year,Electronic check,No,Yes,No,DSL,No,No,No internet service,No,No,No internet service,2,0,9,Small (10-50),Finance,No
2957-XXXXX,Male,0,Yes,No,37,50.39,1864.43,Month-to-month,Credit card (automatic),No,Yes,No,Fiber optic,No,Yes,No internet service,No,Yes,No,0,0,7,Micro (<10),Media,No
2958-XXXXX,Male,0,No,No,0,30.81,0.0,Two year,Electronic check,No,Yes,No,DSL,No,Yes,No internet service,No,No,No,0,5,7,Small (10-50),Healthcare,No
2959-XXXXX,Female,0,No,Yes,63,41.96,2643.48,Two year,Electronic check,No,Yes,Yes,Fiber optic,No,No,No,Yes,No internet service,Yes,0,3,3,Medium (51-250),Finance,No
2960-XXXXX,Female,0,Yes,Yes,56,70.46,3945.76,Two year,Credit card (automatic),No,Yes,No phone service,No,Yes,No,No internet service,No,No,No,3,2,4,Micro (<10),Finance,No
2961-XXXXX,Female,0,No,Yes,70,31.43,2200.1,Two year,Mailed check,Yes,Yes,No,DSL,No internet service,No internet service,Yes,Yes,No internet service,No,4,10,5,Small (10-50),Other,No
2962-XXXXX,Male,0,Yes,No,43,56.44,2426.92,One year,Credit card (automatic),Yes,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,No,3,4,9,Small (10-50),Education,No
2963-XXXXX,Female,0,Yes,No,16,109.29,1748.64,Month-to-month,Electronic check,No,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,Yes,No,Yes,1,2,7,Medium (51-250),Consulting,Yes
2964-XXXXX,Male,1,No,No,21,27.69,581.49,Two year,Electronic check,No,Yes,No,No,No,No internet service,No internet service,Yes,Yes,Yes,3,5,5,Medium (51-250),Manufacturing,No
2965-XXXXX,Female,0,Yes,No,67,80.01,5360.67,One year,Electronic check,No,Yes,No,DSL,Yes,No,No internet service,No,No,Yes,3,6,9,Small (10-50),Manufacturing,No
2966-XXXXX,Male,0,No,No,3,58.83,176.49,Month-to-month,Electronic check,Yes,Yes,No,No,No,Yes,No,No,No,No,3,3,3,Medium (51-250),Finance,Yes
2967-XXXXX,Male,0,Yes,No,49,83.32,4082.68,Month-to-month,Mailed check,No,Yes,Yes,No,No internet service,No,No internet service,Yes,Yes,Yes,1,11,6,Large (251-1000),Healthcare,Yes
2968-XXXXX,Female,0,No,No,4,67.46,269.84,Month-to-month,Bank transfer (automatic),Yes,Yes,No,No,No,No internet service,No,No,Yes,Yes,0,3,5,Micro (<10),Healthcare,Yes
2969-XXXXX,Male,0,Yes,No,53,106.36,5637.08,Month-to-month,Mailed check,Yes,Yes,No,Fiber optic,No,No internet service,No,No,No internet service,No,1,5,5,Large (251-1000),Healthcare,No
2970-XXXXX,Male,0,No,No,42,58.7,2465.4,Two year,Mailed check,No,Yes,No,DSL,No internet service,No,No,Yes,No internet service,No internet service,0,6,6,Small (10-50),Consulting,No
2971-XXXXX,Female,1,No,No,34,69.35,2357.9,Month-to-month,Electronic check,Yes,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No internet service,2,11,9,Small (10-50),Healthcare,No
2972-XXXXX,Male,0,Yes,No,51,31.33,1597.83,Month-to-month,Bank transfer (automatic),No,Yes,Yes,DSL,No,Yes,Yes,No,No,No internet service,1,17,5,Medium (51-250),Healthcare,No
2973-XXXXX,Female,0,Yes,No,25,67.53,1688.25,Month-to-month,Electronic check,Yes,No,No phone service,DSL,No,No,No,No,Yes,No,1,11,5,Small (10-50),Technology,Yes
2974-XXXXX,Female,0,No,No,41,29.78,1220.98,One year,Electronic check,No,Yes,Yes,No,No,No internet service,No internet service,No internet service,Yes,No,0,24,8,Small (10-50),Media,No
2975-XXXXX,Female,0,Yes,No,58,76.85,4457.3,One year,Credit card (automatic),Yes,Yes,No,No,No,No internet service,No,No,Yes,No,0,7,5,Small (10-50),Healthcare,No
2976-XXXXX,Female,0,No,No,33,61.2,2019.6,One year,Credit card (automatic),No,No,No phone service,DSL,No internet service,No internet service,No,No internet service,No,No,2,9,9,Large (251-1000),Media,No
2977-XXXXX,Female,0,No,Yes,1,96.98,96.98,Month-to-month,Electronic check,Yes,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,1,0,8,Large (251-1000),Finance,Yes
2978-XXXXX,Female,0,No,No,72,60.31,4342.32,Two year,Electronic check,Yes,Yes,Yes,DSL,No internet service,No,No,No internet service,No internet service,No,1,4,8,Small (10-50),Manufacturing,No
2979-XXXXX,Female,0,Yes,No,39,81.62,3183.18,Month-to-month,Bank transfer (automatic),Yes,Yes,No,DSL,No,No,No internet service,Yes,Yes,No internet service,1,18,6,Enterprise (1000+),Retail,No
2980-XXXXX,Female,1,Yes,Yes,31,24.18,749.58,Month-to-month,Mailed check,Yes,Yes,No,No,No internet service,No,Yes,No,No,Yes,0,15,6,Medium (51-250),Finance,No
2981-XXXXX,Male,0,Yes,No,5,89.61,448.05,Month-to-month,Credit card (automatic),Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,0,7,12,Large (251-1000),Consulting,Yes
2982-XXXXX,Male,0,Yes,Yes,6,114.47,686.82,Month-to-month,Mailed check,Yes,Yes,No,Fiber optic,No,Yes,Yes,No,No internet service,No,4,1,8,Small (10-50),Manufacturing,Yes
2983-XXXXX,Female,1,Yes,No,18,63.25,1138.5,Month-to-month,Electronic check,No,Yes,Yes,No,Yes,No internet service,No,No,Yes,No internet service,3,10,7,Medium (51-250),Consulting,No
2984-XXXXX,Male,0,No,Yes,67,19.24,1289.08,One year,Mailed check,Yes,Yes,No,DSL,Yes,No,No,No,No internet service,No,0,24,8,Enterprise (1000+),Retail,No
2985-XXXXX,Male,1,Yes,Yes,52,78.92,4103.84,Month-to-month,Electronic check,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,0,5,7,Medium (51-250),Education,No
2986-XXXXX,Male,0,Yes,No,30,32.84,985.2,Two year,Mailed check,No,Yes,No phone service,DSL,Yes,No,Yes,No internet service,No internet service,Yes,3,2,7,Enterprise (1000+),Other,No
2987-XXXXX,Female,0,Yes,Yes,55,65.28,3590.4,Month-to-month,Bank transfer (automatic),No,Yes,Yes,DSL,No,No internet service,No internet service,No,No,No,0,0,3,Small (10-50),Manufacturing,No
2988-XXXXX,Male,0,Yes,No,28,21.51,602.28,Month-to-month,Credit card (automatic),Yes,Yes,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,3,6,6,Micro (<10),Education,No
2989-XXXXX,Female,0,No,No,64,62.75,4016.0,One year,Electronic check,Yes,Yes,Yes,DSL,No internet service,No,No internet service,No,Yes,No,2,17,10,Medium (51-250),Media,Yes
2990-XXXXX,Female,0,Yes,No,23,106.14,2441.22,One year,Bank transfer (automatic),Yes,No,No phone service,DSL,No internet service,No,No,No,No,No,2,0,8,Large (251-1000),Real Estate,No
2991-XXXXX,Female,1,No,Yes,52,31.86,1656.72,Two year,Electronic check,Yes,Yes,No,DSL,No,No,No internet service,Yes,No,Yes,1,0,5,Medium (51-250),Technology,No
2992-XXXXX,Male,1,No,Yes,31,68.33,2118.23,Month-to-month,Credit card (automatic),Yes,Yes,No,Fiber optic,No internet service,No,No,No,No internet service,Yes,1,2,10,Large (251-1000),Manufacturing,No
2993-XXXXX,Female,1,Yes,Yes,49,43.76,2144.24,Month-to-month,Electronic check,Yes,Yes,No,DSL,Yes,No,No internet service,Yes,No,No,0,24,7,Medium (51-250),Technology,No
2994-XXXXX,Female,0,No,No,13,44.48,578.24,Two year,Electronic check,No,Yes,No,DSL,No,Yes,Yes,No,No internet service,No internet service,1,0,8,Small (10-50),Real Estate,No
2995-XXXXX,Male,0,Yes,No,68,82.9,5637.2,Month-to-month,Electronic check,No,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No internet service,0,15,4,Medium (51-250),Healthcare,No
2996-XXXXX,Female,0,Yes,Yes,20,93.45,1869.0,One year,Bank transfer (automatic),No,Yes,No,DSL,No,No internet service,No,Yes,Yes,No internet service,2,8,6,Micro (<10),Healthcare,Yes
2997-XXXXX,Male,0,No,Yes,39,106.02,4134.78,Month-to-month,Electronic check,Yes,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No,No,Yes,0,8,4,Medium (51-250),Consulting,Yes
2998-XXXXX,Female,0,No,Yes,50,46.21,2310.5,Month-to-month,Bank transfer (automatic),No,No,No phone service,DSL,No,No internet service,No internet service,No,Yes,No,0,7,7,Small (10-50),Consulting,No
2999-XXXXX,Male,0,Yes,Yes,47,25.36,1191.92,Two year,Electronic check,Yes,Yes,No,Fiber optic,No,No,No,Yes,No,No internet service,0,24,6,Micro (<10),Real Estate,No
3000-XXXXX,Female,0,No,Yes,40,62.7,2508.0,Two year,Bank transfer (automatic),No,No,No phone service,DSL,No,No,No internet service,Yes,Yes,No internet service,1,4,7,Small (10-50),Manufacturing,Yes
3001-XXXXX,Female,0,Yes,No,63,77.0,4851.0,Two year,Credit card (automatic),Yes,Yes,Yes,DSL,Yes,No internet service,No internet service,No internet service,No internet service,No,0,13,7,Small (10-50),Finance,No
3002-XXXXX,Male,0,No,Yes,70,92.58,6480.6,Two year,Electronic check,No,Yes,No,Fiber optic,Yes,No internet service,No,No,No,No,0,3,8,Micro (<10),Finance,No
3003-XXXXX,Female,0,No,No,55,94.24,5183.2,Month-to-month,Bank transfer (automatic),No,No,No phone service,DSL,No,Yes,No,No internet service,Yes,Yes,0,6,7,Micro (<10),Healthcare,No
3004-XXXXX,Male,0,Yes,Yes,13,105.04,1365.52,One year,Mailed check,Yes,Yes,Yes,DSL,Yes,No,No,No,Yes,No,0,2,8,Large (251-1000),Manufacturing,No
3005-XXXXX,Female,1,No,No,56,21.38,1197.28,Month-to-month,Mailed check,Yes,Yes,Yes,Fiber optic,Yes,No,No,Yes,No internet service,No,1,1,6,Medium (51-250),Retail,No
3006-XXXXX,Female,0,No,No,36,116.84,4206.24,Two year,Electronic check,No,Yes,Yes,DSL,Yes,No,No internet service,No,No,No internet service,0,1,6,Enterprise (1000+),Healthcare,No
3007-XXXXX,Male,0,Yes,Yes,39,115.41,4500.99,One year,Electronic check,Yes,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,0,1,6,Medium (51-250),Education,No
3008-XXXXX,Male,0,No,No,68,21.82,1483.76,One year,Credit card (automatic),No,Yes,No,DSL,No,No internet service,No internet service,No,No,Yes,2,24,7,Micro (<10),Manufacturing,No
3009-XXXXX,Female,0,No,Yes,38,49.74,1890.12,Month-to-month,Mailed check,Yes,No,No phone service,DSL,No,No internet service,No internet service,No,No internet service,No,1,5,7,Medium (51-250),Other,Yes
3010-XXXXX,Male,0,Yes,No,62,95.19,5901.78,Month-to-month,Electronic check,Yes,Yes,No,DSL,No,Yes,Yes,No internet service,No,No,1,1,8,Large (251-1000),Finance,No
3011-XXXXX,Female,0,No,No,47,66.34,3117.98,Two year,Electronic check,Yes,Yes,No,DSL,No,No,Yes,No,No,No internet service,2,0,8,Medium (51-250),Retail,No
3012-XXXXX,Female,0,No,No,6,18.72,112.32,Two year,Bank transfer (automatic),Yes,Yes,No,Fiber optic,No internet service,Yes,No,No internet service,No,Yes,1,0,6,Medium (51-250),Technology,No
3013-XXXXX,Female,0,No,No,51,53.9,2748.9,Month-to-month,Credit card (automatic),Yes,Yes,No,Fiber optic,No,No,Yes,Yes,No internet service,No,1,11,4,Medium (51-250),Education,No
3014-XXXXX,Male,0,Yes,Yes,36,76.43,2751.48,Month-to-month,Credit card (automatic),Yes,Yes,No,DSL,Yes,No,No,Yes,No,No internet service,1,5,4,Small (10-50),Real Estate,No
3015-XXXXX,Female,0,No,No,39,106.65,4159.35,Two year,Bank transfer (automatic),No,Yes,No,DSL,No internet service,No internet service,No,Yes,No,Yes,0,19,6,Medium (51-250),Manufacturing,No
3016-XXXXX,Female,1,No,No,22,101.59,2234.98,One year,Credit card (automatic),Yes,Yes,No,DSL,No,No,Yes,No internet service,No,No,0,5,7,Small (10-50),Finance,No
3017-XXXXX,Male,1,No,No,13,113.36,1473.68,One year,Bank transfer (automatic),Yes,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,1,5,6,Medium (51-250),Consulting,Yes
3018-XXXXX,Male,0,Yes,No,54,65.28,3525.12,Two year,Mailed check,No,Yes,No,Fiber optic,No,No,No internet service,No internet service,No,Yes,2,0,5,Small (10-50),Retail,No
3019-XXXXX,Male,0,No,Yes,18,98.48,1772.64,One year,Mailed check,No,Yes,Yes,No,No,No,No internet service,No,No,Yes,3,24,4,Micro (<10),Education,No
3020-XXXXX,Male,0,No,No,6,28.37,170.22,One year,Credit card (automatic),Yes,Yes,Yes,Fiber optic,No,No,Yes,No,No internet service,Yes,0,9,9,Small (10-50),Media,No
3021-XXXXX,Female,0,Yes,No,35,70.36,2462.6,One year,Electronic check,Yes,Yes,No,DSL,No,No,Yes,No,Yes,Yes,1,8,6,Micro (<10),Healthcare,No
3022-XXXXX,Male,1,Yes,Yes,51,110.37,5628.87,Month-to-month,Mailed check,No,Yes,Yes,DSL,No,No,No,No,No internet service,No internet service,2,0,8,Micro (<10),Consulting,Yes
3023-XXXXX,Female,0,No,No,14,102.55,1435.7,Month-to-month,Bank transfer (automatic),Yes,Yes,Yes,Fiber optic,No,No,No internet service,No,Yes,No,1,0,10,Medium (51-250),Other,Yes
3024-XXXXX,Male,1,No,No,26,84.14,2187.64,Month-to-month,Electronic check,No,Yes,No phone service,No,Yes,Yes,No internet service,No internet service,No internet service,Yes,0,8,5,Large (251-1000),Real Estate,Yes
3025-XXXXX,Male,0,No,No,30,33.24,997.2,One year,Credit card (automatic),No,Yes,Yes,DSL,No,Yes,No internet service,Yes,No,No,0,1,5,Small (10-50),Retail,No
3026-XXXXX,Male,0,Yes,Yes,67,36.55,2448.85,Month-to-month,Credit card (automatic),Yes,Yes,No,DSL,Yes,No,No,Yes,No,No,1,0,4,Medium (51-250),Healthcare,No
3027-XXXXX,Female,0,No,No,10,86.45,864.5,Two year,Mailed check,Yes,Yes,No,Fiber optic,No internet service,No internet service,Yes,Yes,Yes,Yes,3,19,4,Medium (51-250),Consulting,No
3028-XXXXX,Female,1,Yes,Yes,67,50.97,3414.99,Month-to-month,Credit card (automatic),No,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,2,6,7,Enterprise (1000+),Other,No
3029-XXXXX,Male,0,No,No,10,51.36,513.6,One year,Electronic check,Yes,Yes,Yes,No,No,No internet service,Yes,No,No,No,0,3,7,Micro (<10),Healthcare,Yes
3030-XXXXX,Female,0,Yes,No,42,103.44,4344.48,Month-to-month,Credit card (automatic),Yes,Yes,No,Fiber optic,Yes,Yes,No,No,No internet service,No internet service,0,12,7,Small (10-50),Real Estate,No
3031-XXXXX,Male,0,Yes,Yes,61,20.31,1238.91,Month-to-month,Electronic check,Yes,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,0,13,3,Medium (51-250),Media,No
3032-XXXXX,Male,0,No,Yes,66,57.7,3808.2,Month-to-month,Electronic check,No,Yes,No,Fiber optic,No,Yes,No internet service,No,No,No,0,0,9,Small (10-50),Manufacturing,No
3033-XXXXX,Male,0,No,Yes,39,42.19,1645.41,One year,Mailed check,No,Yes,Yes,DSL,No internet service,No,No,No internet service,No internet service,Yes,2,14,9,Enterprise (1000+),Other,No
3034-XXXXX,Female,0,Yes,No,35,20.97,733.95,Month-to-month,Bank transfer (automatic),No,Yes,Yes,No,No,No,No internet service,No internet service,No,Yes,0,15,6,Micro (<10),Real Estate,Yes
3035-XXXXX,Female,0,Yes,No,56,40.02,2241.12,Month-to-month,Bank transfer (automatic),Yes,Yes,No,Fiber optic,No,No,No internet service,No,No internet service,No,0,2,7,Micro (<10),Real Estate,No
3036-XXXXX,Female,0,No,Yes,66,36.77,2426.82,Two year,Mailed check,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,2,0,6,Medium (51-250),Other,No
3037-XXXXX,Male,0,No,No,0,68.95,0.0,One year,Bank transfer (automatic),No,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,3,3,6,Small (10-50),Manufacturing,No
3038-XXXXX,Male,0,Yes,No,19,61.99,1177.81,One year,Bank transfer (automatic),Yes,Yes,No,Fiber optic,No internet service,No,Yes,No,No,No internet service,0,9,9,Medium (51-250),Finance,No
3039-XXXXX,Female,0,No,Yes,20,65.66,1313.2,One year,Credit card (automatic),No,Yes,No,Fiber optic,No,No,No internet service,Yes,No internet service,No,0,17,7,Small (10-50),Manufacturing,No
3040-XXXXX,Male,1,Yes,No,60,106.48,6388.8,One year,Electronic check,Yes,Yes,No,DSL,No internet service,No,Yes,No,No,No,1,8,7,Medium (51-250),Technology,No
3041-XXXXX,Female,0,No,No,1,67.94,67.94,Month-to-month,Credit card (automatic),Yes,Yes,No,Fiber optic,Yes,No internet service,No,No,No,No,0,18,7,Small (10-50),Media,No
3042-XXXXX,Female,0,Yes,No,9,82.47,742.23,Month-to-month,Credit card (automatic),Yes,Yes,No,Fiber optic,No,Yes,No,No internet service,Yes,Yes,1,1,3,Medium (51-250),Consulting,No
3043-XXXXX,Male,0,Yes,No,0,83.32,0.0,Month-to-month,Credit card (automatic),No,Yes,No,Fiber optic,No,No internet service,No,No,No,No,2,24,9,Small (10-50),Media,No
3044-XXXXX,Female,0,No,Yes,69,70.2,4843.8,Month-to-month,Mailed check,No,Yes,No phone service,DSL,No internet service,No internet service,No internet service,No,No,No,1,13,4,Medium (51-250),Education,No
3045-XXXXX,Female,0,Yes,Yes,2,48.88,97.76,One year,Credit card (automatic),No,No,No phone service,DSL,Yes,No,Yes,Yes,No internet service,No,0,11,7,Enterprise (1000+),Other,No
3046-XXXXX,Male,0,No,Yes,19,109.02,2071.38,Two year,Electronic check,No,Yes,No,DSL,Yes,No,No,No internet service,No,No,0,1,5,Micro (<10),Technology,No
3047-XXXXX,Female,0,Yes,Yes,38,62.29,2367.02,One year,Electronic check,No,Yes,No,DSL,No,Yes,Yes,No internet service,Yes,No,2,4,8,Small (10-50),Manufacturing,No
3048-XXXXX,Female,0,Yes,No,25,75.65,1891.25,Month-to-month,Mailed check,Yes,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,0,3,8,Micro (<10),Education,Yes
3049-XXXXX,Male,0,No,No,6,74.44,446.64,Two year,Credit card (automatic),No,Yes,No,DSL,Yes,Yes,No,Yes,No internet service,No,0,24,6,Micro (<10),Finance,No
3050-XXXXX,Female,0,No,No,30,101.43,3042.9,Month-to-month,Credit card (automatic),No,Yes,No,DSL,No internet service,No,No,No,Yes,No,3,18,6,Large (251-1000),Media,No
3051-XXXXX,Male,1,Yes,No,58,71.98,4174.84,Month-to-month,Mailed check,Yes,Yes,No,DSL,No internet service,Yes,Yes,No internet service,No,No,1,2,6,Small (10-50),Retail,No
3052-XXXXX,Female,0,No,No,21,64.17,1347.57,Month-to-month,Bank transfer (automatic),Yes,Yes,Yes,No,Yes,No,No,No internet service,No,No,1,16,8,Small (10-50),Finance,No
3053-XXXXX,Female,0,Yes,Yes,37,64.49,2386.13,Two year,Mailed check,No,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No,Yes,No internet service,1,6,8,Small (10-50),Media,No
3054-XXXXX,Female,1,No,No,34,96.63,3285.42,One year,Electronic check,Yes,Yes,No,Fiber optic,No internet service,No internet service,Yes,Yes,No internet service,No internet service,0,2,9,Medium (51-250),Healthcare,No
3055-XXXXX,Male,0,Yes,Yes,17,51.41,873.97,One year,Bank transfer (automatic),No,Yes,Yes,No,Yes,No,Yes,No internet service,Yes,No,1,4,5,Large (251-1000),Other,No
3056-XXXXX,Female,0,No,Yes,0,112.2,0.0,One year,Electronic check,Yes,Yes,Yes,Fiber optic,No internet service,No,No,No,No,No,1,6,8,Medium (51-250),Manufacturing,No
3057-XXXXX,Male,1,Yes,No,61,103.33,6303.13,One year,Bank transfer (automatic),Yes,Yes,Yes,DSL,No,No,No internet service,Yes,No,No internet service,0,1,4,Small (10-50),Retail,No
3058-XXXXX,Male,0,No,No,72,32.15,2314.8,Month-to-month,Electronic check,Yes,Yes,No,Fiber optic,No internet service,No,No,No internet service,Yes,Yes,0,1,9,Small (10-50),Media,Yes
3059-XXXXX,Male,1,No,No,37,50.13,1854.81,One year,Electronic check,Yes,Yes,No,No,No,No,No,No internet service,No,Yes,1,17,5,Enterprise (1000+),Education,No
3060-XXXXX,Female,0,No,Yes,60,109.26,6555.6,Month-to-month,Bank transfer (automatic),Yes,Yes,No,Fiber optic,No,No,Yes,Yes,No,No internet service,0,7,6,Enterprise (1000+),Consulting,No
3061-XXXXX,Male,0,Yes,No,25,46.23,1155.75,Month-to-month,Mailed check,No,Yes,No,No,No,No,Yes,Yes,Yes,No internet service,0,11,5,Large (251-1000),Finance,No
3062-XXXXX,Male,0,Yes,Yes,68,50.17,3411.56,Month-to-month,Credit card (automatic),Yes,Yes,No phone service,Fiber optic,No,No,No internet service,Yes,No,No internet service,1,17,7,Medium (51-250),Healthcare,No
3063-XXXXX,Female,0,Yes,No,41,40.1,1644.1,Month-to-month,Bank transfer (automatic),Yes,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No internet service,0,6,9,Medium (51-250),Retail,No
